"MSNDATE","THEATER","COUNTRY_FLYING_MISSION","NAF","UNIT_ID","AIRCRAFT_NAME","AC_ATTACKING","TAKEOFF_BASE","TAKEOFF_COUNTRY","TAKEOFF_LATITUDE","TAKEOFF_LONGITUDE","TGT_COUNTRY","TGT_LOCATION","TGT_LATITUDE","TGT_LONGITUDE","TONS_HE","TONS_IC","TONS_FRAG","TOTAL_TONS"
03/30/1941,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",10,,,,,"ALBANIA","ELBASAN",41.1,20.07,0,0,0,0
11/24/1940,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",9,,,,,"ALBANIA","DURAZZO",41.32,19.45,0,0,0,0
12/04/1940,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",9,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
12/31/1940,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",9,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
01/06/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",9,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
02/12/1941,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",9,,,,,"ALBANIA","ELBASAN",41.1,20.07,0,0,0,0
02/12/1941,"ETO","GREAT BRITAIN","RAF","11 SQDN","BLENHEIM",9,,,,,"ALBANIA","ELBASAN - DUKAJ AREA",41.1,20.07,0,0,0,0
03/04/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",9,,,,,"ALBANIA","NAVAL UNITS OFF HIMARE",40,19.75,0,0,0,0
03/07/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",9,,,,,"ALBANIA","BESIST",40.56,19.53,0,0,0,0
03/07/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",9,,,,,"ALBANIA","DRAGOTI",40.91,20.05,0,0,0,0
03/08/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",9,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
11/28/1940,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",8,,,,,"ALBANIA","DURAZZO",41.32,19.45,0,0,0,0
12/02/1940,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",8,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
12/07/1940,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",8,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
12/14/1940,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",8,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
01/02/1941,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",8,,,,,"ALBANIA","ELBASAN",41.1,20.07,0,0,0,0
01/04/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",8,,,,,"ALBANIA","ELBASAN",41.1,20.07,0,0,0,0
01/07/1941,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",8,,,,,"ALBANIA","ELBASAN",41.1,20.07,0,0,0,0
02/20/1941,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",8,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
03/15/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",8,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
12/06/1940,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",7,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
12/24/1940,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",7,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
03/17/1941,"ETO","GREAT BRITAIN","RAF","37 SQDN","WELLINGTON",7,,,,,"ALBANIA","DURAZZO",41.32,19.45,0,0,0,0
11/17/1940,"ETO","GREAT BRITAIN","RAF","70 SQDN","WELLINGTON",6,,,,,"ALBANIA","VALONLA - DURAZZO",40.47,19.49,0,0,0,0
11/26/1940,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",6,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
12/19/1940,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",6,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
01/27/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",6,,,,,"ALBANIA","ELBASAN",41.1,20.07,0,0,0,0
02/13/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",6,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
02/15/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",6,,,,,"ALBANIA","BUSI & LAITIZA",40.44,20.01,0,0,0,0
02/17/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",6,,,,,"ALBANIA","""BESIST, CAMSISTI & CAUTSISTI""",40.56,19.53,0,0,0,0
02/17/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",6,,,,,"ALBANIA","""BESIST, DANZI & CANESISTI""",40.56,19.53,0,0,0,0
02/18/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",6,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
02/24/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",6,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
02/25/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",6,,,,,"ALBANIA","TEPELENE - KELEYRE ROAD",40.3,20.02,0,0,0,0
02/26/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",6,,,,,"ALBANIA","FIERI",40.87,19.79,0,0,0,0
02/26/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",6,,,,,"ALBANIA","LUZATI",40.26,20.04,0,0,0,0
02/27/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",6,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
03/01/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",6,,,,,"ALBANIA","""PARABOAR, 5 MI. N BUZI""",40.54,20.03,0,0,0,0
03/01/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",6,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
04/02/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",6,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
04/14/1941,"ETO","GREAT BRITAIN","RAF","815 FAA","SWORDFISH",6,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
12/10/1940,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",5,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
01/20/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",5,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
01/21/1941,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",5,,,,,"ALBANIA","ELBASAN",41.1,20.07,0,0,0,0
02/01/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",5,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
03/04/1941,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",5,,,,,"ALBANIA","NAVAL UNITS OFF HIMARE",40,19.75,0,0,0,0
03/13/1941,"ETO","GREAT BRITAIN","RAF","815 FAA","SWORDFISH",5,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
03/19/1941,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",5,,,,,"ALBANIA","TEPELENE & DUKAL",40.3,20.02,0,0,0,0
12/14/1940,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",4,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
01/19/1941,"ETO","GREAT BRITAIN","RAF","70 SQDN","WELLINGTON",4,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
02/12/1941,"ETO","GREAT BRITAIN","RAF","37 SQDN","WELLINGTON",4,,,,,"ALBANIA","DURAZZO & TIRANA AD",41.32,19.45,0,0,0,0
02/26/1941,"ETO","GREAT BRITAIN","RAF","11 SQDN","BLENHEIM",4,,,,,"ALBANIA","FIERI",40.87,19.79,0,0,0,0
03/08/1941,"ETO","GREAT BRITAIN","RAF","37 SQDN","WELLINGTON",4,,,,,"ALBANIA","DURAZZO HARBOR",41.32,19.45,0,0,0,0
03/15/1941,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",4,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
03/17/1941,"ETO","GREAT BRITAIN","RAF","815 FAA","SWORDFISH",4,,,,,"ALBANIA","DURAZZO",41.32,19.45,0,0,0,0
03/17/1941,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",4,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
11/13/1940,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",3,,,,,"ALBANIA","ARGYROKASTRO",40.07,20.13,0,0,0,0
11/13/1940,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",3,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
11/14/1940,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",3,,,,,"ALBANIA","ELBASAN - KORITZA RD",41.1,20.07,0,0,0,0
11/19/1940,"ETO","GREAT BRITAIN","RAF","70 SQDN","WELLINGTON",3,,,,,"ALBANIA","DURAZZO - TIRANA AD",41.32,19.45,0,0,0,0
11/20/1940,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",3,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
11/22/1940,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",3,,,,,"ALBANIA","ARGYROKASTRO",40.07,20.13,0,0,0,0
11/22/1940,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",3,,,,,"ALBANIA","POGRADETZ",40.9,20.66,0,0,0,0
11/23/1940,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",3,,,,,"ALBANIA","ELBASAN",41.1,20.07,0,0,0,0
11/24/1940,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",3,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
11/28/1940,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",3,,,,,"ALBANIA","SARANDE",39.86,20.01,0,0,0,0
11/29/1940,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",3,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
12/01/1940,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",3,,,,,"ALBANIA","SARANDE",39.86,20.01,0,0,0,0
12/01/1940,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",3,,,,,"ALBANIA","SARANDE",39.86,20.01,0,0,0,0
12/03/1940,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",3,,,,,"ALBANIA","SARANDE",39.86,20.01,0,0,0,0
12/09/1940,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",3,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
12/15/1940,"ETO","GREAT BRITAIN","RAF","70 SQDN","WELLINGTON",3,,,,,"ALBANIA","DURAZZO",41.32,19.45,0,0,0,0
12/17/1940,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",3,,,,,"ALBANIA","VALONA - SARANDE",40.47,19.49,0,0,0,0
12/18/1940,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",3,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
12/28/1940,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",3,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
12/29/1940,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",3,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
12/29/1940,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",3,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
02/12/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",3,,,,,"ALBANIA","ELBASAN",41.1,20.07,0,0,0,0
02/12/1941,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",3,,,,,"ALBANIA","ELBASAN",41.1,20.07,0,0,0,0
02/13/1941,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",3,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
02/13/1941,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",3,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
02/15/1941,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",3,,,,,"ALBANIA","BUSI & LAITIZA",41.15,20.17,0,0,0,0
02/18/1941,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",3,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
02/18/1941,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",3,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
02/20/1941,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",3,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
02/25/1941,"ETO","GREAT BRITAIN","RAF","11 SQDN","BLENHEIM",3,,,,,"ALBANIA","TEPELENE - KELEYRE ROAD",40.3,20.02,0,0,0,0
02/26/1941,"ETO","GREAT BRITAIN","RAF","11 SQDN","BLENHEIM",3,,,,,"ALBANIA","LUZATI",40.26,20.04,0,0,0,0
02/27/1941,"ETO","GREAT BRITAIN","RAF","11 SQDN","BLENHEIM",3,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
03/01/1941,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",3,,,,,"ALBANIA","""PARABOAR, 5 MI. N BUZI""",40.54,20.03,0,0,0,0
03/01/1941,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",3,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
03/13/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",3,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
03/14/1941,"ETO","GREAT BRITAIN","RAF","815 FAA","SWORDFISH",3,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
03/15/1941,"ETO","GREAT BRITAIN","RAF",,"SWORDFISH",3,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
03/19/1941,"ETO","GREAT BRITAIN","RAF",,"SWORDFISH",3,,,,,"ALBANIA","DURAZZO",41.32,19.45,0,0,0,0
11/17/1940,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",2,,,,,"ALBANIA","ELBASAN",41.1,20.07,0,0,0,0
12/04/1940,"ETO","GREAT BRITAIN","RAF","30 SQDN","BLENHEIM",2,,,,,"ALBANIA","SARANDE",39.86,20.01,0,0,0,0
12/07/1940,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",2,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
02/24/1941,"ETO","GREAT BRITAIN","RAF","11 SQDN","BLENHEIM",2,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
11/25/1940,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",1,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
11/26/1940,"ETO","GREAT BRITAIN","RAF","84 SQDN","BLENHEIM",1,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
03/16/1941,"ETO","GREAT BRITAIN","RAF","815 FAA","SWORDFISH",1,,,,,"ALBANIA","VALONA",40.47,19.49,0,0,0,0
03/29/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",1,,,,,"ALBANIA","DUKATI",40.3,19.5,0,0,0,0
03/30/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",1,,,,,"ALBANIA","TEPELENE",40.3,20.02,0,0,0,0
03/30/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",1,,,,,"ALBANIA","VALONA - HIMARE ROAD",40.47,19.49,0,0,0,0
04/19/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",1,,,,,"ALBANIA","RAILWAY NEAR KATARINE",45.13,16.38,0,0,0,0
04/19/1941,"ETO","GREAT BRITAIN","RAF","211 SQDN","BLENHEIM",1,,,,,"ALBANIA","RAILWAY NEAR KATARINE",45.13,16.38,0,0,0,0
07/27/1943,"PTO","USA","11 AF","18 FS","P40",8,,,,,"ALEUTIAN ISLANDS","KISKA ISLAND",52,177.5,0,0,0,0
07/02/1943,"PTO","USA","11 AF","73 BS","B25",,,,,,"ALEUTIAN ISLANDS","KISKA ISLAND",52,177.5,0,0,0,0
08/11/1943,"PTO","USA","11 AF","73 BS","B25",3,,,,,"ALEUTIAN ISLANDS","KISKA ISLAND",52,177.5,0,0,0,0
06/28/1943,"PTO","USA","11 AF","77 BS","B25",4,,,,,"ALEUTIAN ISLANDS","KISKA ISLAND",52,177.5,0,0,0,0
07/02/1943,"PTO","USA","11 AF","404 BS","B24",1,,,,,"ALEUTIAN ISLANDS","KISKA ISLAND",52,177.5,0,0,0,0
07/22/1943,"PTO","USA","11 AF","54 FS","P38",20,,,,,"ALEUTIAN ISLANDS","KISKA ISLAND",52,177.5,0,0,0,0
06/26/1943,"PTO","USA","11 AF","18 FS","P40",8,,,,,"ALEUTIAN ISLANDS","KISKA ISLAND",52,177.5,0,0,0,0
08/02/1943,"PTO","USA","11 AF","54 FS","P38",8,,,,,"ALEUTIAN ISLANDS","KISKA ISLAND",52,177.5,0,0,0,0
08/10/1943,"PTO","USA","11 AF","18 FS","P40",6,,,,,"ALEUTIAN ISLANDS","KISKA ISLAND",52,177.5,0,0,0,0
08/10/1943,"PTO","USA","11 AF","18 FS","P40",4,,,,,"ALEUTIAN ISLANDS","KISKA ISLAND",52,177.5,0,0,0,0
08/10/1943,"PTO","USA","11 AF","18 FS","P40",4,,,,,"ALEUTIAN ISLANDS","KISKA ISLAND",52,177.5,0,0,0,0
08/10/1943,"PTO","USA","11 AF","18 FS","P40",4,,,,,"ALEUTIAN ISLANDS","KISKA ISLAND",52,177.5,0,0,0,0
08/11/1943,"PTO","USA","11 AF","18 FS","P40",4,,,,,"ALEUTIAN ISLANDS","KISKA ISLAND",52,177.5,0,0,0,0
08/10/1943,"PTO","USA","11 AF","18 FS","P40",2,,,,,"ALEUTIAN ISLANDS","KISKA ISLAND",52,177.5,0,0,0,0
08/10/1943,"PTO","USA","11 AF","18 FS","P40",1,,,,,"ALEUTIAN ISLANDS","KISKA ISLAND",52,177.5,0,0,0,0
08/13/1943,"PTO","USA","11 AF","54 FS","P38",,,,,,"ALEUTIAN ISLANDS","KISKA ISLAND",52,177.5,0,0,0,0
02/01/1943,"CBI","USA","10 AF","IATF (7 BS)","B24",7,"GAYA","INDIA",24.74444,84.951111,"ANDAMAN ISLANDS","PORT BLAIR",11.684045,92.735339,0,0,0,0
08/10/1942,"CBI","USA","10 AF",,"B17",1,"DUM DUM/CALCUTTA","INDIA",22.654722,88.446667,"ANDAMAN ISLANDS","PORT CORNWALLIS",13.283418,93.083249,0,0,0,0
11/06/1944,"ETO",,,,"B17",1,,,,,"AUSTRIA","ZELTWEG",47.18,14.73,0,0,0,0
11/06/1944,"ETO",,,,"B17",1,,,,,"AUSTRIA","ZELTWEG",47.18,14.73,0,0,0,0
11/06/1944,"ETO",,,,"B17",1,,,,,"AUSTRIA","ZELTWEG",47.18,14.73,0,0,0,0
12/08/1944,"ETO",,,,"B17",1,,,,,"AUSTRIA","GRAZ",46.73,15.43,0,0,0,0
12/16/1944,"ETO",,,,"B17",1,,,,,"AUSTRIA","ARAD",46.18,21.32,0,0,0,0
12/20/1944,"ETO","USA","12 AF",,"B24",1,,,,,"AUSTRIA","43 20 N 004 40 E",43.33,4.67,0,0,0,0
03/19/1945,"ETO","USA","15 AF",,"B24",,,,,,"AUSTRIA","NEUBERG",47.65,15.58,0,0,0,0
03/19/1945,"ETO","USA","15 AF",,"B24",,,,,,"AUSTRIA","NEUBERG",47.65,15.58,0,0,0,0
03/19/1945,"ETO","USA","15 AF",,"B24",,,,,,"AUSTRIA","NEUBERG",47.65,15.58,0,0,0,0
11/07/1944,"ETO","USA","15 AF",,"B17",,,,,,"AUSTRIA","VIENNA",48.2,16.37,0,0,0,0
11/07/1944,"ETO","USA","15 AF",,"B17",,,,,,"AUSTRIA","VIENNA",48.2,16.37,0,0,0,0
11/07/1944,"ETO","USA","15 AF",,"B17",,,,,,"AUSTRIA","VIENNA",48.2,16.37,0,0,0,0
11/17/1944,"ETO","USA","15 AF",,"B24",,,,,,"AUSTRIA","VIENNA",48.2,16.37,0,0,0,0
11/17/1944,"ETO","USA","15 AF",,"B24",,,,,,"AUSTRIA","VIENNA",48.2,16.37,0,0,0,0
12/08/1944,"ETO","USA","15 AF",,"B24",,,,,,"AUSTRIA","GLEISDORF",47.1,15.7,0,0,0,0
12/08/1944,"ETO","USA","15 AF",,"B17",,,,,,"AUSTRIA","MOOSBIERBAUM",48.32,15.92,0,0,0,0
12/08/1944,"ETO","USA","15 AF",,"B17",,,,,,"AUSTRIA","MOOSBIERBAUM",48.32,15.92,0,0,0,0
12/08/1944,"ETO","USA","15 AF",,"B17",,,,,,"AUSTRIA","MOOSBIERBAUM",48.32,15.92,0,0,0,0
12/08/1944,"ETO","USA","15 AF",,"B17",,,,,,"AUSTRIA","MOOSBIERBAUM",48.32,15.92,0,0,0,0
12/08/1944,"ETO","USA","12 AF",,"B17",,,,,,"AUSTRIA","KLAGENFURT",46.63,14.3,0,0,0,0
12/08/1944,"ETO",,,,"B24",,,,,,"AUSTRIA","GRAZ",46.73,15.43,0,0,0,0
12/08/1944,"ETO",,,,"B24",,,,,,"AUSTRIA","VILLACH",46.6,13.83,0,0,0,0
12/08/1944,"ETO",,,,"B24",,,,,,"AUSTRIA","VILLACH",46.6,13.83,0,0,0,0
12/09/1944,"ETO",,,,"B17",,,,,,"AUSTRIA","VILLACH",46.6,13.83,0,0,0,0
12/12/1944,"ETO",,,,"B17",,,,,,"AUSTRIA","GRAZ",46.73,15.43,0,0,0,0
12/19/1944,"ETO",,,,"B24",,,,,,"AUSTRIA","VILLACH",46.6,13.83,0,0,0,0
02/25/1942,"PTO","USA","5 AF","19 BG","A24",2,"MALANG","INDONESIA",-7.977777778,112.6280556,"BALI","DEN PASAR AIRPORT",-8.7481,115.1675,0,0.22,0,0
02/20/1942,"PTO","USA","5 AF","7 BG","B17",3,"MADIOEN","INDONESIA",-7.666666667,111.4,"BALI","SE COAST OF BALI",-8.8,115.4,0,0,0,0
02/26/1942,"PTO","USA","5 AF","19 BG","B17",2,"MALANG","INDONESIA",-7.977777778,112.6280556,"BALI","SE COAST OF BALI",-8.8,115.4,0,0,0,0
02/26/1942,"PTO","USA","5 AF","19 BG","B17",2,"MALANG","INDONESIA",-7.977777778,112.6280556,"BALI","SE COAST OF BALI",-8.8,115.4,0,0,0,0
05/24/1944,"ETO","GREAT BRITAIN","RAF",,"LIGHT",6,,,,,"BELGIUM","ANTWERP",51.22,4.42,0,0,0,0
05/04/1941,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",4,,,,,"BELGIUM","ANTWERP",51.22,4.42,0,0,0,0
12/07/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",3,,,,,"BELGIUM",,,,0,0,0,0
06/25/1940,"ETO","GREAT BRITAIN","RAF",,"WHITLEY",1,,,,,"BELGIUM","ARAD",46.18,21.32,0,0,0,0
07/29/1940,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",1,,,,,"BELGIUM","ARAD",46.18,21.32,0,0,0,0
07/30/1940,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",1,,,,,"BELGIUM","ANTWERP",51.22,4.42,0,0,0,0
07/30/1940,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",1,,,,,"BELGIUM","COURTRAI",50.83,3.27,0,0,0,0
07/30/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM","ZEEBRUGGE",51.32,3.2,0,0,0,0
07/30/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM","ZEEBRUGGE",51.32,3.2,0,0,0,0
08/02/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM","BRUSSELS",50.87,4.37,0,0,0,0
08/02/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM","KNOCKE SUR MER",51.33,3.28,0,0,0,0
08/13/1940,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",1,,,,,"BELGIUM","DIEST",50.97,5.05,0,0,0,0
08/17/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM",,,,0,0,0,0
08/19/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM","BRUSSELS",50.87,4.37,0,0,0,0
08/20/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM","OSTENDE",51.22,2.95,0,0,0,0
08/21/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM","OSTENDE",51.22,2.95,0,0,0,0
08/23/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM","BRUSSELS",50.87,4.37,0,0,0,0
08/23/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM",,,,0,0,0,0
08/24/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM","OSTENDE",51.22,2.95,0,0,0,0
08/24/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM",,,,0,0,0,0
08/25/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM","BRUSSELS",50.87,4.37,0,0,0,0
08/28/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM",,,,0,0,0,0
09/08/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM","ANTWERP",51.22,4.42,0,0,0,0
09/17/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM","ANTWERP",51.22,4.42,0,0,0,0
09/17/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM","OSTENDE",51.22,2.95,0,0,0,0
09/17/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",1,,,,,"BELGIUM","ZEEBRUGGE",51.32,3.2,0,0,0,0
09/20/1940,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",1,,,,,"BELGIUM",,,,0,0,0,0
10/11/1940,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",1,,,,,"BELGIUM","KEERBERGEN",51,4.63,0,0,0,0
