"MSNDATE","THEATER","COUNTRY_FLYING_MISSION","NAF","UNIT_ID","AIRCRAFT_NAME","AC_ATTACKING","TAKEOFF_BASE","TAKEOFF_COUNTRY","TAKEOFF_LATITUDE","TAKEOFF_LONGITUDE","TGT_COUNTRY","TGT_LOCATION","TGT_LATITUDE","TGT_LONGITUDE","TONS_HE","TONS_IC","TONS_FRAG","TOTAL_TONS"
07/06/1945,"PTO","USA","14 AF","449 D","P38",2,,,,,"FRENCH INDO CHINA","HANOI",21.2,105.8666667,0,0,1,1
07/06/1945,"PTO","USA","14 AF","449 D","P38",2,,,,,"FRENCH INDO CHINA","HAIPHONG",20.86666667,106.6833333,0,0,1,1
07/06/1945,"PTO","USA","14 AF","449 D","P38",2,,,,,"FRENCH INDO CHINA","HAIPHONG",20.86666667,106.6833333,0,0,1,1
07/12/1945,"PTO","USA","14 AF","26 FS","P51",1,,,,,"FRENCH INDO CHINA","TRUNG KAHNN",22.83333333,106.5166667,0,0,1,1
04/01/1945,"PTO","USA","14 AF","51 FG","P51",,,,,,"FRENCH INDO CHINA","SEPTPAGODES",21.11666667,106.3166667,0,0,1,1
06/05/1945,"PTO","USA","14 AF","491 BS","B25",1,,,,,"FRENCH INDO CHINA","HANOI",21.2,105.8333333,0,0,1,1
11/15/1944,"PTO","USA","14 AF","26 FS","P51",4,,,,,"FRENCH INDO CHINA","OUANG YEN",20.95,106.8,0,1,0,1
03/28/1945,"PTO","USA","20 AF","468 BG","B29",,,,,,"FRENCH INDO CHINA MINING","SAIGON",10.76666667,106.7,1,0,0,1
05/02/1945,"ETO","GREAT BRITAIN","RAF",,"LIGHT",61,,,,,"GERMANY","FLENSBURG",54.77,9.45,0,1,0,1
06/27/1942,"ETO","GREAT BRITAIN","RAF",,"MEDIUM",47,,,,,"GERMANY","BREMEN",53.08,8.72,6,1,0,1
10/07/1944,"ETO",,,,"B24",40,,,,,"GERMANY","KASSEL",51.32,9.47,1,0,0,1
10/07/1944,"ETO",,,,"B24",40,,,,,"GERMANY","KASSEL",51.32,9.47,1,0,0,1
10/07/1944,"ETO",,,,"B24",40,,,,,"GERMANY","KASSEL",51.32,9.47,1,0,0,1
10/07/1944,"ETO",,,,"B24",40,,,,,"GERMANY","KASSEL",51.32,9.47,1,0,0,1
09/26/1944,"ETO",,,,"B24",37,,,,,"GERMANY","HAMM",51.67,7.8,1,0,0,1
10/07/1944,"ETO","USA","1 TAC",,"B24",36,,,,,"GERMANY","CLAUSTHAL",51.83,10.33,1,0,0,1
10/07/1944,"ETO","USA","1 TAC",,"B24",36,,,,,"GERMANY","CLAUSTHAL",51.83,10.33,1,0,0,1
10/07/1944,"ETO","USA","1 TAC",,"B24",36,,,,,"GERMANY","CLAUSTHAL",51.83,10.33,1,0,0,1
10/07/1944,"ETO","USA","1 TAC",,"B24",36,,,,,"GERMANY","CLAUSTHAL",51.83,10.33,1,0,0,1
03/11/1945,"ETO",,,,"B24",32,,,,,"GERMANY","BRUNSWICK",52.25,10.5,1,0,0,1
10/26/1944,"ETO",,,,"B24",32,,,,,"GERMANY","MINDEN",52.3,8.92,1,0,0,1
07/11/1944,"ETO","USA","9 AF",,"B24",30,,,,,"GERMANY","MUNICH",48.13,11.58,1,0,0,1
07/11/1944,"ETO","USA","9 AF",,"B24",30,,,,,"GERMANY","MUNICH",48.13,11.58,1,0,0,1
10/22/1944,"ETO",,,,"B24",29,,,,,"GERMANY","HAMM",51.67,7.8,1,0,0,1
10/22/1944,"ETO",,,,"B24",29,,,,,"GERMANY","HAMM",51.67,7.8,1,0,0,1
11/02/1944,"ETO",,,,"B24",28,,,,,"GERMANY","BIELEFELD",52.03,8.53,1,0,0,1
11/06/1944,"ETO",,,,"B24",28,,,,,"GERMANY","STERKRADE",51.52,6.82,1,0,0,1
11/06/1944,"ETO",,,,"B24",28,,,,,"GERMANY","STERKRADE",51.52,6.82,1,0,0,1
09/27/1944,"ETO",,,,"B24",27,,,,,"GERMANY","KASSEL",51.32,9.47,1,0,0,1
09/27/1944,"ETO",,,,"B24",27,,,,,"GERMANY","KASSEL",51.32,9.47,1,0,0,1
09/27/1944,"ETO",,,,"B24",27,,,,,"GERMANY","KASSEL",51.32,9.47,1,0,0,1
09/27/1944,"ETO",,,,"B24",27,,,,,"GERMANY","KASSEL",51.32,9.47,1,0,0,1
11/06/1944,"ETO",,,,"B24",27,,,,,"GERMANY","STERKRADE",51.52,6.82,1,0,0,1
11/06/1944,"ETO",,,,"B24",27,,,,,"GERMANY","STERKRADE",51.52,6.82,1,0,0,1
09/30/1944,"ETO","GREAT BRITAIN","RAF",,"LANCASTER",24,,,,,"GERMANY","STERKRADE",51.52,6.82,1,0,0,1
11/06/1944,"ETO",,,,"B24",20,,,,,"GERMANY","MINDEN",52.3,8.92,1,0,0,1
10/12/1944,"ETO",,,,"B24",19,,,,,"GERMANY","OSNABRUCK",52.28,8.05,1,0,0,1
10/12/1944,"ETO",,,,"B24",19,,,,,"GERMANY","OSNABRUCK",52.28,8.05,1,0,0,1
11/05/1944,"ETO",,,,"B24",18,,,,,"GERMANY","KARLSRUHE",49.02,8.38,1,0,0,1
11/06/1944,"ETO",,,,"B24",18,,,,,"GERMANY","STERKRADE",51.52,6.82,1,0,0,1
11/06/1944,"ETO",,,,"B24",18,,,,,"GERMANY","STERKRADE",51.52,6.82,1,0,0,1
04/16/1945,"ETO","USA","8 AF",,"B24",18,,,,,"GERMANY","LANDSHUT",48.45,12.17,1,0,0,1
08/17/1941,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",18,,,,,"GERMANY","BREMEN",53.08,8.72,1,0,0,1
10/08/1940,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",17,,,,,"GERMANY","WILHELMSHAVEN",53.53,8.13,1,0,0,1
09/09/1944,"ETO","GREAT BRITAIN","RAF",,"LIGHT",16,,,,,"GERMANY","MUNCHEN GLADBACH",51.2,6.42,0,1,0,1
10/16/1940,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",14,,,,,"GERMANY","MERSEBURG",51.35,12,1,0,0,1
07/25/1943,"ETO","GREAT BRITAIN","RAF",,"LIGHT",14,,,,,"GERMANY","ESSEN",51.43,7,1,0,0,1
11/15/1940,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",13,,,,,"GERMANY","HAMBURG",53.55,10,1,0,0,1
11/06/1944,"ETO",,,,"B17",13,,,,,"GERMANY","UNIDENTIFIED",,,1,0,0,1
11/06/1944,"ETO",,,,"B17",13,,,,,"GERMANY","UNIDENTIFIED",,,1,0,0,1
10/06/1944,"ETO","USA","1 TAC",,"B17",12,,,,,"GERMANY","KAPPELN",49.68,7.57,0,1,0,1
10/06/1944,"ETO","USA","1 TAC",,"B17",12,,,,,"GERMANY","KAPPELN",49.68,7.57,0,1,0,1
10/06/1944,"ETO","USA","1 TAC",,"B17",12,,,,,"GERMANY","KAPPELN",49.68,7.57,0,1,0,1
10/06/1944,"ETO","USA","1 TAC",,"B17",12,,,,,"GERMANY","KAPPELN",49.68,7.57,0,1,0,1
10/06/1944,"ETO","USA","1 TAC",,"B17",12,,,,,"GERMANY","KAPPELN",49.68,7.57,0,1,0,1
10/06/1944,"ETO","USA","1 TAC",,"B17",12,,,,,"GERMANY","KAPPELN",49.68,7.57,0,1,0,1
03/21/1945,"ETO",,,,"B17",12,,,,,"GERMANY","RHEINE",52.3,7.43,0,0,1,1
03/21/1945,"ETO",,,,"B17",12,,,,,"GERMANY","RHEINE",52.3,7.43,0,0,1,1
03/21/1945,"ETO",,,,"B17",12,,,,,"GERMANY","RHEINE",52.3,7.43,0,0,1,1
03/31/1945,"ETO",,,,"B17",12,,,,,"GERMANY","HALLE",52.07,8.37,1,0,0,1
10/15/1944,"ETO",,,,"B24",12,,,,,"GERMANY","REISHOLZ",51.22,6.78,1,0,0,1
10/15/1944,"ETO",,,,"B24",12,,,,,"GERMANY","REISHOLZ",51.22,6.78,1,0,0,1
07/31/1941,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",12,,,,,"GERMANY","DORTMUND",51.52,7.45,1,0,0,1
08/31/1941,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",12,,,,,"GERMANY","ESSEN",51.43,7,1,0,0,1
12/12/1944,"ETO","USA","8 AF",,"B24",12,,,,,"GERMANY","HANAU",50.13,8.93,1,0,0,1
10/07/1944,"ETO",,,,"B17",11,,,,,"GERMANY","NORDHAUSEN",51.5,10.8,0,1,0,1
10/07/1944,"ETO",,,,"B17",11,,,,,"GERMANY","NORDHAUSEN",51.5,10.8,0,1,0,1
10/07/1944,"ETO",,,,"B17",11,,,,,"GERMANY","NORDHAUSEN",51.5,10.8,0,1,0,1
10/29/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",11,,,,,"GERMANY","GELSENKIRCHEN",51.5,7.08,1,0,0,1
11/21/1944,"ETO",,,,"B24",11,,,,,"GERMANY","HAMBURG",53.55,10,1,0,0,1
11/21/1944,"ETO",,,,"B24",11,,,,,"GERMANY","HAMBURG",53.55,10,1,0,0,1
11/21/1944,"ETO",,,,"B24",11,,,,,"GERMANY","HAMBURG",53.55,10,1,0,0,1
11/21/1944,"ETO",,,,"B24",11,,,,,"GERMANY","HAMBURG",53.55,10,1,0,0,1
01/14/1942,"ETO","GREAT BRITAIN","RAF",,"MEDIUM",11,,,,,"GERMANY","EMDEN",53.38,7.22,1,0,0,1
12/06/1944,"ETO",,,,"B24",11,,,,,"GERMANY","MINDEN",52.3,8.92,1,0,0,1
12/06/1944,"ETO",,,,"B24",11,,,,,"GERMANY","MINDEN",52.3,8.92,1,0,0,1
12/10/1944,"ETO","USA","8 AF",,"B24",11,,,,,"GERMANY","BINGEN",49.97,7.9,1,0,0,1
12/12/1944,"ETO","USA","8 AF",,"B24",11,,,,,"GERMANY","HANAU",50.13,8.93,1,0,0,1
12/24/1944,"ETO",,,,"B24",11,,,,,"GERMANY","MAYEN",50.32,7.22,1,0,0,1
12/24/1944,"ETO",,,,"B24",11,,,,,"GERMANY","MAYEN",50.32,7.22,1,0,0,1
12/29/1944,"ETO",,,,"B24",11,,,,,"GERMANY","NEUWIED",50.43,7.47,1,0,0,1
01/02/1945,"ETO","USA","8 AF",,"B24",11,,,,,"GERMANY","COBLENZ",50.35,7.6,1,0,0,1
01/02/1945,"ETO","USA","8 AF",,"B24",11,,,,,"GERMANY","COBLENZ",50.35,7.6,1,0,0,1
01/07/1945,"ETO",,,,"B24",11,,,,,"GERMANY","ZWEIBRUCKEN",49.25,7.37,1,0,0,1
01/29/1945,"ETO",,,,"B24",11,,,,,"GERMANY","HAMM",51.67,7.8,1,0,0,1
07/20/1944,"ETO",,,,"B17",11,,,,,"GERMANY","RUSSELSHEIM",50,8.33,1,0,0,1
07/20/1944,"ETO",,,,"B17",11,,,,,"GERMANY","RUSSELSHEIM",50,8.33,1,0,0,1
07/20/1944,"ETO",,,,"B17",11,,,,,"GERMANY","RUSSELSHEIM",50,8.33,1,0,0,1
07/20/1944,"ETO",,,,"B17",11,,,,,"GERMANY","RUSSELSHEIM",50,8.33,1,0,0,1
02/24/1945,"ETO",,,,"B24",10,,,,,"GERMANY","MISBURG",52.4,9.85,1,0,0,1
02/24/1945,"ETO",,,,"B24",10,,,,,"GERMANY","MISBURG",52.4,9.85,1,0,0,1
03/23/1945,"ETO","USA","8 AF",,"B24",10,,,,,"GERMANY","MUNSTER",50.13,8.46,1,0,0,1
10/25/1940,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",10,,,,,"GERMANY","KIEL",54.33,10.15,1,0,0,1
07/22/1941,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",10,,,,,"GERMANY","BUTZBACH",50.43,8.67,1,0,0,1
12/06/1944,"ETO","USA","8 AF",,"B24",10,,,,,"GERMANY","BIELEFELD",52.03,8.53,1,0,0,1
12/06/1944,"ETO","USA","8 AF",,"B24",10,,,,,"GERMANY","BIELEFELD",52.03,8.53,1,0,0,1
12/06/1944,"ETO",,,,"B24",10,,,,,"GERMANY","MINDEN",52.3,8.92,1,0,0,1
12/11/1944,"ETO","USA","8 AF",,"B24",10,,,,,"GERMANY","HANAU",50.13,8.93,1,0,0,1
12/11/1944,"ETO","USA","8 AF",,"B24",10,,,,,"GERMANY","HANAU",50.13,8.93,1,0,0,1
12/11/1944,"ETO","USA","8 AF",,"B24",10,,,,,"GERMANY","HANAU",50.13,8.93,1,0,0,1
12/11/1944,"ETO",,,,"B24",10,,,,,"GERMANY","MAXIMILIANSAU",49.03,8.3,1,0,0,1
12/24/1944,"ETO",,,,"B24",10,,,,,"GERMANY","BITBURG",49.98,6.52,1,0,0,1
12/24/1944,"ETO",,,,"B24",10,,,,,"GERMANY","BITBURG",49.98,6.52,1,0,0,1
12/24/1944,"ETO",,,,"B24",10,,,,,"GERMANY","BITBURG",49.98,6.52,1,0,0,1
12/29/1944,"ETO",,,,"B24",10,,,,,"GERMANY","NEUWIED",50.43,7.47,1,0,0,1
12/29/1944,"ETO",,,,"B24",10,,,,,"GERMANY","ZULPICH",50.7,6.65,1,0,0,1
12/29/1944,"ETO",,,,"B24",10,,,,,"GERMANY","ZULPICH",50.7,6.65,1,0,0,1
12/29/1944,"ETO",,,,"B24",10,,,,,"GERMANY","ZULPICH",50.7,6.65,1,0,0,1
12/29/1944,"ETO",,,,"B24",10,,,,,"GERMANY","REMAGEN",50.55,7.23,1,0,0,1
12/29/1944,"ETO",,,,"B24",10,,,,,"GERMANY","ZULPICH",50.7,6.65,1,0,0,1
12/29/1944,"ETO",,,,"B24",10,,,,,"GERMANY","ZULPICH",50.7,6.65,1,0,0,1
12/29/1944,"ETO",,,,"B24",10,,,,,"GERMANY","ZULPICH",50.7,6.65,1,0,0,1
12/29/1944,"ETO",,,,"B24",10,,,,,"GERMANY","ZULPICH",50.7,6.65,1,0,0,1
12/29/1944,"ETO",,,,"B24",10,,,,,"GERMANY","ZULPICH",50.7,6.65,1,0,0,1
12/29/1944,"ETO",,,,"B24",10,,,,,"GERMANY","ZULPICH",50.7,6.65,1,0,0,1
01/02/1945,"ETO","USA","8 AF",,"B24",10,,,,,"GERMANY","COBLENZ",50.35,7.6,1,0,0,1
01/07/1945,"ETO",,,,"B24",10,,,,,"GERMANY","RASTATT",48.87,8.2,1,0,0,1
01/14/1945,"ETO",,,,"B24",10,,,,,"GERMANY","HALLENDORF",49.9,10.88,1,0,0,1
01/14/1945,"ETO",,,,"B24",10,,,,,"GERMANY","HALLENDORF",49.9,10.88,1,0,0,1
01/29/1945,"ETO",,,,"B24",10,,,,,"GERMANY","HAMM",51.67,7.8,1,0,0,1
01/29/1945,"ETO","USA","8 AF",,"B24",10,,,,,"GERMANY","MUNSTER",50.13,8.46,1,0,0,1
01/29/1945,"ETO",,,,"B24",10,,,,,"GERMANY","HAMM",51.67,7.8,1,0,0,1
08/07/1940,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",9,,,,,"GERMANY","KIEL",54.33,10.15,1,0,0,1
11/16/1940,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",9,,,,,"GERMANY","HAMBURG",53.55,10,1,0,0,1
06/12/1941,"ETO","GREAT BRITAIN","RAF",,"WHITLEY",9,,,,,"GERMANY","RUHR",51.28,8.5,1,0,0,1
08/24/1941,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",9,,,,,"GERMANY","DUSSELDORF",51.22,6.78,1,0,0,1
12/06/1944,"ETO","USA","8 AF",,"B24",9,,,,,"GERMANY","BIELEFELD",52.03,8.53,1,0,0,1
12/06/1944,"ETO",,,,"B24",9,,,,,"GERMANY","MINDEN",52.3,8.92,1,0,0,1
12/10/1944,"ETO","USA","8 AF",,"B24",9,,,,,"GERMANY","BINGEN",49.97,7.9,1,0,0,1
12/10/1944,"ETO","USA","8 AF",,"B24",9,,,,,"GERMANY","BINGEN",49.97,7.9,1,0,0,1
12/11/1944,"ETO","USA","8 AF",,"B24",9,,,,,"GERMANY","HANAU",50.13,8.93,1,0,0,1
12/24/1944,"ETO",,,,"B24",9,,,,,"GERMANY","GEROLSTEIN",50.22,6.68,1,0,0,1
03/12/1943,"ETO","GREAT BRITAIN","RAF",,"LIGHT",9,,,,,"GERMANY","ESSEN",51.43,7,1,0,0,1
01/29/1945,"ETO","USA","8 AF",,"B24",9,,,,,"GERMANY","MUNSTER",50.13,8.46,1,0,0,1
03/22/1945,"ETO",,,,"B24",8,,,,,"GERMANY","WURZBURG",49.8,9.93,1,0,0,1
03/22/1945,"ETO",,,,"B24",8,,,,,"GERMANY","WURZBURG",49.8,9.93,1,0,0,1
03/22/1945,"ETO",,,,"B24",8,,,,,"GERMANY","WURZBURG",49.8,9.93,1,0,0,1
10/26/1940,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",8,,,,,"GERMANY","MERSEBURG",51.35,12,1,0,0,1
10/14/1944,"ETO","GREAT BRITAIN","RAF",,"LIGHT",8,,,,,"GERMANY","BRUNSWICK",52.25,10.5,1,0,0,1
01/09/1941,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",8,,,,,"GERMANY","GELSENKIRCHEN",51.5,7.08,1,0,0,1
01/09/1941,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",8,,,,,"GERMANY","GELSENKIRCHEN",51.5,7.08,1,0,0,1
10/23/1941,"ETO","GREAT BRITAIN","RAF",,"WHITLEY",8,,,,,"GERMANY","KIEL",54.33,10.15,1,0,0,1
12/11/1944,"ETO","USA","8 AF",,"B24",8,,,,,"GERMANY","HANAU",50.13,8.93,1,0,0,1
12/11/1944,"ETO","USA","8 AF",,"B24",8,,,,,"GERMANY","HANAU",50.13,8.93,1,0,0,1
12/19/1944,"ETO",,,,"B24",8,,,,,"GERMANY","EHRANG",49.83,6.63,1,0,0,1
12/08/1942,"ETO","GREAT BRITAIN","RAF",,"LIGHT",8,,,,,"GERMANY","AURICH",53.48,7.48,1,0,0,1
12/24/1944,"ETO",,,,"B24",8,,,,,"GERMANY","BITBURG",49.98,6.52,1,0,0,1
12/24/1944,"ETO",,,,"B24",8,,,,,"GERMANY","BITBURG",49.98,6.52,1,0,0,1
12/24/1944,"ETO",,,,"B24",8,,,,,"GERMANY","BITBURG",49.98,6.52,1,0,0,1
01/02/1945,"ETO",,,,"B24",8,,,,,"GERMANY","ENGERS",50.43,7.55,1,0,0,1
01/07/1945,"ETO",,,,"B24",8,,,,,"GERMANY","KAISERSLAUTERN",49.45,7.78,1,0,0,1
01/29/1945,"ETO",,,,"B24",8,,,,,"GERMANY","HAMM",51.67,7.8,1,0,0,1
02/20/1945,"ETO","GREAT BRITAIN","RAF",,"LIGHT",7,,,,,"GERMANY","DORTMUND",51.52,7.45,1,0,0,1
10/15/1940,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",7,,,,,"GERMANY","MAGDEBURG",52.13,11.63,1,0,0,1
04/05/1945,"ETO",,,,"B24",7,,,,,"GERMANY","BAYREUTH",49.95,11.57,1,0,0,1
02/14/1941,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",7,,,,,"GERMANY","GELSENKIRCHEN",51.5,7.08,1,0,0,1
02/14/1941,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",7,,,,,"GERMANY","GELSENKIRCHEN",51.5,7.08,1,0,0,1
04/15/1941,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",7,,,,,"GERMANY","BORKUM",53.6,6.67,1,0,0,1
08/08/1941,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",7,,,,,"GERMANY","KIEL",54.33,10.15,1,0,0,1
02/16/1942,"ETO","GREAT BRITAIN","RAF",,"MEDIUM",7,,,,,"GERMANY","AURICH",53.48,7.48,1,0,0,1
06/05/1942,"ETO","GREAT BRITAIN","RAF",,"MEDIUM",7,,,,,"GERMANY","OBERHAUSEN",48.39,10.88,1,0,0,1
12/11/1944,"ETO","USA","8 AF",,"B24",7,,,,,"GERMANY","HANAU",50.13,8.93,1,0,0,1
01/02/1945,"ETO",,,,"B24",7,,,,,"GERMANY","ENGERS",50.43,7.55,1,0,0,1
04/30/1943,"ETO","GREAT BRITAIN","RAF",,"LIGHT",7,,,,,"GERMANY","ESSEN",51.43,7,1,0,0,1
06/28/1943,"ETO","GREAT BRITAIN","RAF",,"LIGHT",7,,,,,"GERMANY","COLOGNE",50.93,6.95,1,0,0,1
05/27/1944,"ETO","GREAT BRITAIN","RAF",,"LIGHT",6,,,,,"GERMANY","AACHEN",50.78,6.08,0,1,0,1
11/03/1943,"ETO","GREAT BRITAIN","RAF",,"LIGHT",6,,,,,"GERMANY","DUSSELDORF",51.22,6.78,1,0,0,1
03/04/1945,"ETO","GREAT BRITAIN","RAF",,"LIGHT",6,,,,,"GERMANY","HAMBURG",53.55,10,1,0,0,1
03/04/1945,"ETO","GREAT BRITAIN","RAF",,"LIGHT",6,,,,,"GERMANY","LUBECK",53.87,10.67,1,0,0,1
03/16/1945,"ETO","GREAT BRITAIN","RAF",,"LIGHT",6,,,,,"GERMANY","BRUNSWICK",52.25,10.5,1,0,0,1
03/16/1945,"ETO","GREAT BRITAIN","RAF",,"LIGHT",6,,,,,"GERMANY","OSNABRUCK",52.28,8.05,1,0,0,1
07/25/1940,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",6,,,,,"GERMANY","ESCHWEGE",51.18,10.05,1,0,0,1
10/10/1940,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",6,,,,,"GERMANY","GELSENKIRCHEN",51.5,7.08,1,0,0,1
10/10/1940,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",6,,,,,"GERMANY","GELSENKIRCHEN",51.5,7.08,1,0,0,1
06/26/1941,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",6,,,,,"GERMANY","RUHR",51.28,8.5,1,0,0,1
11/09/1944,"ETO","GREAT BRITAIN","RAF",,"LIGHT",6,,,,,"GERMANY","WANNE EICKEL",51.52,7.17,1,0,0,1
08/08/1941,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",6,,,,,"GERMANY","HAMBURG",53.55,10,1,0,0,1
10/20/1941,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",6,,,,,"GERMANY","BREMEN",53.08,8.72,1,0,0,1
10/13/1942,"ETO","GREAT BRITAIN","RAF",,"MEDIUM",6,,,,,"GERMANY","KIEL",54.33,10.15,1,0,0,1
01/28/1945,"ETO",,,,"B24",6,,,,,"GERMANY","KAISERSTUHL",48.1,7.7,1,0,0,1
01/28/1945,"ETO",,,,"B24",6,,,,,"GERMANY","KAISERSTUHL",48.1,7.7,1,0,0,1
01/28/1945,"ETO",,,,"B24",6,,,,,"GERMANY","KAISERSTUHL",48.1,7.7,1,0,0,1
01/28/1945,"ETO",,,,"B24",6,,,,,"GERMANY","KAISERSTUHL",48.1,7.7,1,0,0,1
03/05/1945,"ETO","GREAT BRITAIN","RAF",,"LIGHT",5,,,,,"GERMANY","HAMBURG",53.55,10,1,0,0,1
03/05/1945,"ETO","GREAT BRITAIN","RAF",,"LIGHT",5,,,,,"GERMANY","HAMBURG",53.55,10,1,0,0,1
03/05/1945,"ETO","GREAT BRITAIN","RAF",,"LIGHT",5,,,,,"GERMANY","HANNOVER",52.38,9.73,1,0,0,1
03/05/1945,"ETO","GREAT BRITAIN","RAF",,"LIGHT",5,,,,,"GERMANY","LUBECK",53.87,10.67,1,0,0,1
03/07/1945,"ETO","GREAT BRITAIN","RAF",,"LIGHT",5,,,,,"GERMANY","HANNOVER",52.38,9.73,1,0,0,1
03/08/1945,"ETO","GREAT BRITAIN","RAF",,"LIGHT",5,,,,,"GERMANY","OSNABRUCK",52.28,8.05,1,0,0,1
03/11/1945,"ETO","GREAT BRITAIN","RAF",,"LIGHT",5,,,,,"GERMANY","HANNOVER",52.38,9.73,1,0,0,1
03/15/1945,"ETO","GREAT BRITAIN","RAF",,"LIGHT",5,,,,,"GERMANY","JENA",50.93,11.58,1,0,0,1
08/02/1940,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",5,,,,,"GERMANY","HAMBURG",53.55,10,1,0,0,1
08/16/1940,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",5,,,,,"GERMANY","BERNBURG",51.83,11.7,1,0,0,1
09/06/1940,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",5,,,,,"GERMANY","DORTMUND",51.52,7.45,1,0,0,1
09/07/1940,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",5,,,,,"GERMANY","GELSENKIRCHEN",51.5,7.08,1,0,0,1
10/11/1940,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",5,,,,,"GERMANY","WILHELMSHAVEN",53.53,8.13,1,0,0,1
10/23/1940,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",5,,,,,"GERMANY","MISBURG",52.4,9.85,1,0,0,1
11/16/1940,"ETO","GREAT BRITAIN","RAF",,"BLENHEIM",5,,,,,"GERMANY","HAMBURG",53.55,10,1,0,0,1
06/16/1941,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",5,,,,,"GERMANY","COLOGNE",50.93,6.95,1,0,0,1
07/02/1941,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",5,,,,,"GERMANY","COLOGNE",50.93,6.95,1,0,0,1
07/03/1941,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",5,,,,,"GERMANY","BREMERHAVEN",53.55,8.58,1,0,0,1
07/30/1941,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",5,,,,,"GERMANY","AACHEN",50.78,6.08,1,0,0,1
08/12/1941,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",5,,,,,"GERMANY","ESSEN",51.43,7,1,0,0,1
09/29/1941,"ETO","GREAT BRITAIN","RAF",,"WHITLEY",5,,,,,"GERMANY","HAMBURG",53.55,10,1,0,0,1
10/10/1941,"ETO","GREAT BRITAIN","RAF",,"HAMPDEN",5,,,,,"GERMANY","BOCHOLT",51.83,6.62,1,0,0,1
10/26/1941,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",5,,,,,"GERMANY","HAMBURG",53.55,10,1,0,0,1
01/17/1942,"ETO","GREAT BRITAIN","RAF",,"MEDIUM",5,,,,,"GERMANY","EMDEN",53.38,7.22,1,0,0,1
04/15/1942,"ETO","GREAT BRITAIN","RAF",,"MEDIUM",5,,,,,"GERMANY","BONN",50.73,7.07,1,0,0,1
12/12/1944,"ETO","USA","15 AF",,"B17",5,,,,,"GERMANY","BLECHHAMMER",50.33,18.3,1,0,0,1
12/12/1944,"ETO","USA","15 AF",,"B17",5,,,,,"GERMANY","BLECHHAMMER",50.33,18.3,1,0,0,1
10/06/1942,"ETO","GREAT BRITAIN","RAF",,"MEDIUM",4,,,,,"GERMANY","OSNABRUCK",52.28,8.05,0,1,0,1
01/27/1943,"ETO","GREAT BRITAIN","RAF",,"LIGHT",4,,,,,"GERMANY","DUSSELDORF",51.22,6.78,0,1,0,1
03/09/1945,"ETO","GREAT BRITAIN","RAF",,"LIGHT",4,,,,,"GERMANY","HANNOVER",52.38,9.73,1,0,0,1
03/09/1945,"ETO","GREAT BRITAIN","RAF",,"LIGHT",4,,,,,"GERMANY","WILHELMSHAVEN",53.53,8.13,1,0,0,1
07/27/1940,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",4,,,,,"GERMANY","HAMBURG",53.55,10,1,0,0,1
08/01/1940,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",4,,,,,"GERMANY","KAMEN",51.6,7.65,1,0,0,1
08/02/1940,"ETO","GREAT BRITAIN","RAF",,"WELLINGTON",4,,,,,"GERMANY","ESSEN",51.43,7,1,0,0,1
